venue,title,event_type,date,hall,description,url,price
Paradiso,Die Spitz @ Tolhuistuin,Concert,"zo 15 feb. 2026, 19:30",Tolhuistuin - Tolhuistuin Club,"Wanneer passie, vriendschap, identiteit en artisticiteit samenkomen, kan het voelen alsof alles tegelijk op je afkomt....",https://www.podiuminfo.nl/concert/445355/Die-Spitz/Tolhuistuin/,EUR 16.50 [UITVERKOCHT]
Paradiso,Rochelle Jordan,Concert,"zo 15 feb. 2026, 19:30",Paradiso - Bovenzaal,Rochelle Jordan is een Brits-Canadese singer-songwriter gebaseerd in Los Angeles die de grenzen tussen alt-r&b en...,https://www.podiuminfo.nl/concert/446875/Rochelle-Jordan/Paradiso/,EUR 20.20 [UITVERKOCHT]
Paradiso,Rochelle Jordan,Concert,"zo 15 feb. 2026, 19:30",Paradiso - Bovenzaal,Rochelle Jordan is een Brits-Canadese singer-songwriter gebaseerd in Los Angeles die de grenzen tussen alt-r&b en...,https://www.podiuminfo.nl/concert/447325/Rochelle-Jordan/Paradiso/,EUR 20.20 [UITVERKOCHT]
Paradiso,Sessa @ Bitterzoet,Concert,"zo 15 feb. 2026, 20:30",Bitterzoet - Bitterzoet,"Sergio Sayeg, beter bekend als Sessa, is gefascineerd door de chaos van muziek en de onverwachte wendingen in het...",https://www.podiuminfo.nl/concert/444772/Sessa/Bitterzoet/,EUR 21.70
Paradiso,Madi Diaz @ Het Zonnehuis,Concert,"zo 15 feb. 2026, 20:30",Het Zonnehuis - Het Zonnehuis,Madi Diaz weet als geen ander hoe je breekbare folk krachtig moet laten klinken.  De artiest is erin geslaagd om met...,https://www.podiuminfo.nl/concert/445835/Madi-Diaz/Het-Zonnehuis/,EUR 21.70
Paradiso,Durand Jones & the Indications,Concert,"ma 16 feb. 2026, 19:30",Paradiso - Grote Zaal,Noorse singer-songwriter maakt dromerige electropop,https://www.podiuminfo.nl/concert/438731/Durand-Jones-the-Indications/Paradiso/,EUR 31.30 [UITVERKOCHT]
Paradiso,Vowws,Concert,"ma 16 feb. 2026, 19:30",Paradiso - Bovenzaal,VOWWS is altijd gehuld geweest in mysterie en duisternis. Dat is de natuurlijke stand van het darkwave-duo Matt James...,https://www.podiuminfo.nl/concert/447963/Vowws/Paradiso/,[GEANNULEERD]
Paradiso,Durand Jones & the Indications,Concert,"di 17 feb. 2026, 20:00",Paradiso - Grote Zaal,"De Amerikaanse r&b en soulband Durand Jones & The Indications bestaat uit het schrijvende trio Durand Jones (zang),...",https://www.podiuminfo.nl/concert/429868/Durand-Jones-the-Indications/Paradiso/,EUR 31.30 [UITVERKOCHT]
Paradiso,Laura-Mary Carter @ Cinetol,Concert,"di 17 feb. 2026, 20:30",Cinetol - Cinetol,Laura-Mary Carter is in de eerste plaats bekend als de ene helft van de veelgeprezen rockband Blood Red Shoes. Voor het...,https://www.podiuminfo.nl/concert/436406/Laura-Mary-Carter/Cinetol/,EUR 23.70
Paradiso,Soyuz,Concert,"wo 18 feb. 2026, 19:30",Paradiso - Bovenzaal,"SOYUZ (СОЮЗ) is een collectief uit Minsk, Wit-Rusland, tegenwoordig gevestigd in Warschau. Opgericht door de...",https://www.podiuminfo.nl/concert/437773/Soyuz/Paradiso/,EUR 15.00 [UITVERKOCHT]
Paradiso,De Jeugd Van Tegenwoordig,Concert,"wo 18 feb. 2026, 20:00",Paradiso - Grote Zaal,"Twintig jaar vieze verhalen, harde beats en onnavolgbare punchlines: De Jeugd van Tegenwoordig bestaat 20 jaar!",https://www.podiuminfo.nl/concert/446469/De-Jeugd-Van-Tegenwoordig/Paradiso/,EUR 50.40 [UITVERKOCHT]
Paradiso,Adam Green,Concert,"wo 18 feb. 2026, 22:00",Paradiso - Bovenzaal,Medeoprichter van The Moldy Peaches maakt zonderlinge liedjes,https://www.podiuminfo.nl/concert/445906/Adam-Green/Paradiso/,EUR 23.20
Paradiso,Nyve,Concert,"do 19 feb. 2026, 19:30",Paradiso - Bovenzaal,"Singer-songwriter combineert bossa nova, soul en jazz met pop",https://www.podiuminfo.nl/concert/435616/Nyve/Paradiso/,EUR 14.00 [UITVERKOCHT]
Paradiso,De Jeugd Van Tegenwoordig,Concert,"do 19 feb. 2026, 19:30",Paradiso - Grote Zaal,"Twintig jaar vieze verhalen, harde beats en onnavolgbare punchlines: De Jeugd van Tegenwoordig bestaat 20 jaar!",https://www.podiuminfo.nl/concert/446084/De-Jeugd-Van-Tegenwoordig/Paradiso/,EUR 50.40 [UITVERKOCHT]
Paradiso,Kin'gongolo Kiniata @ Tolhuistuin,Concert,"do 19 feb. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,Kin’Gongolo Kiniata is geworteld in de bruisende straten van Kinshasa en herschrijft de grenzen van de Congolese...,https://www.podiuminfo.nl/concert/435678/Kingongolo-Kiniata/Tolhuistuin/,EUR 25.70
Paradiso,Brainpower - Door Merg & Brain 25th Anniversary Tour,Concert,"do 19 feb. 2026, 22:00",Paradiso - Bovenzaal,In een intieme setting van een aantal geliefde popzalen door het hele land zal Brainpower het 25-jarige bestaan van...,https://www.podiuminfo.nl/concert/447287/Brainpower-Door-Merg-Brain-25th-Anniversary-Tour/Paradiso/,EUR 28.20 [UITVERKOCHT]
Paradiso,Nate Mercereau,Concert,"vr 20 feb. 2026, 19:30",Paradiso - Bovenzaal,"Met een arsenaal van gitaar, synth, sampler, pedalboard, laptop, aerophones en percussie creëert Nate Mercereau een...",https://www.podiuminfo.nl/concert/438730/Nate-Mercereau/Paradiso/,EUR 17.00
Paradiso,IJsland,Concert,"vr 20 feb. 2026, 19:30",Paradiso - Grote Zaal,"JSLAND is geen land, het is een supergroep. Sef en Abel vinden elkaar, stoten elkaar af en vinden elkaar weer als...",https://www.podiuminfo.nl/concert/451360/IJsland/Paradiso/,EUR 31.30
Paradiso,Les Imprimés @ Tolhuistuin,Concert,"vr 20 feb. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,Achter het project Les Imprimés gaat de Noorse muzikant/zanger Morten Martens schuil. Multi-instrumentalist Martens...,https://www.podiuminfo.nl/concert/442034/Les-Imprimes/Tolhuistuin/,EUR 17.50
Paradiso,Viccens,Concert,"vr 20 feb. 2026, 22:30",Paradiso - Bovenzaal,Viccens is een expressieve en verrassende rapper. Met een kleurrijke pen en een muzikale stijl die net zo veelzijdig is...,https://www.podiuminfo.nl/concert/445292/Viccens/Paradiso/,EUR 14.50
Paradiso,Bss All Night Long,Concert,"vr 20 feb. 2026, 23:45",Paradiso - Grote Zaal,BSS is het muzikale alias van de Amsterdamse producer en dj Luigi Vittorio Vromen. Op 2 januari 2024 sloot hij De Nieuw...,https://www.podiuminfo.nl/concert/448861/Bss-All-Night-Long/Paradiso/,EUR 15.00
Paradiso,Honey I'm Home,Concert,"za 21 feb. 2026, 19:30",Paradiso - Bovenzaal,"Met vijf bandleden die eerder actief waren in groepen als Marathon, Jagd en Personal Trainer, brengt Honey I’m Home een...",https://www.podiuminfo.nl/concert/446973/Honey-Im-Home/Paradiso/,EUR 14.00
Paradiso,Eric Andersen @ Tolhuistuin,Concert,"za 21 feb. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,"Eric Andersen, bekend uit de Greenwich Village-scene van de jaren zestig, brengt voor het eerst in meer dan twintig...",https://www.podiuminfo.nl/concert/442015/Eric-Andersen/Tolhuistuin/,EUR 25.70
Paradiso,Latin District,Concert,"za 21 feb. 2026, 23:45",Paradiso - Grote Zaal en Bovenzaal,"Clubnacht met reggaeton, dancehall, salsa bachata en meer",https://www.podiuminfo.nl/concert/449296/Latin-District/Paradiso/,EUR 16.00
Paradiso,Piepend & Krakend,Concert,"zo 22 feb. 2026, 19:45",Paradiso - Grote Zaal en Bovenzaal,"Herrieschoppers, werkschuw tuig, krakers en sympathisanten van de zaak: opgelet! Op 22 februari wordt heel Paradiso...",https://www.podiuminfo.nl/concert/449175/Piepend-Krakend/Paradiso/,EUR 15.00
Paradiso,Jack Garratt @ Tolhuistuin,Concert,"zo 22 feb. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,De Engelse singer-songwriter en multi-instrumentalist Jack Garratt sloeg vorig jaar een nieuw hoofdstuk open met zijn...,https://www.podiuminfo.nl/concert/450854/Jack-Garratt/Tolhuistuin/,EUR 28.70
Paradiso,Zwangere Guy,Concert,"ma 23 feb. 2026, 20:30",Paradiso - Grote Zaal,Belgische rapper met rauwe en eerlijke teksten,https://www.podiuminfo.nl/concert/438682/Zwangere-Guy/Paradiso/,TBA
Paradiso,The Free Label,Concert,"ma 23 feb. 2026, 21:30",Paradiso - Bovenzaal,"Zeskoppige band vol funk, r&b en disco",https://www.podiuminfo.nl/concert/446904/The-Free-Label/Paradiso/,EUR 17.00 [UITVERKOCHT]
Paradiso,Westerman @ Tolhuistuin,Concert,"di 24 feb. 2026, 19:30",Tolhuistuin - Tolhuistuin Club,"De Britse singer-songwriter Westerman maakt dromerige en gelaagde artpop, ambient en experimentele folk. Hij brengt in...",https://www.podiuminfo.nl/concert/445886/Westerman/Tolhuistuin/,EUR 23.70
Paradiso,Sabrina Claudio,Concert,"di 24 feb. 2026, 20:00",Paradiso - Grote Zaal,"Na eerdere passages in Nederland, zowel op festivals (o.a. North Sea Jaxx) als in concertzalen, keert de rising star...",https://www.podiuminfo.nl/concert/443196/Sabrina-Claudio/Paradiso/,[GEANNULEERD]
Paradiso,Bernhoft @ Bitterzoet,Concert,"di 24 feb. 2026, 20:30",Bitterzoet - Bitterzoet,"Jarle Bernhoft is een veelzijdige Noorse artiest, bekend om zijn soulvolle stem en live-looping optredens. Hij brak...",https://www.podiuminfo.nl/concert/442035/Bernhoft/Bitterzoet/,EUR 27.70
Paradiso,Coach Party,Concert,"wo 25 feb. 2026, 19:30",Paradiso - Bovenzaal,Jess Eastwood leidt de Britse high-energy indierockband Coach Party met krachtige vocalen en het vermogen om haar...,https://www.podiuminfo.nl/concert/432792/Coach-Party/Paradiso/,EUR 17.00
Paradiso,Pogány Induló @ Tolhuistuin,Concert,"do 26 feb. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"Pogány Induló is uitgegroeid tot een gevestigde naam in de Hongaarse rap scene en wordt gezien als de rauwe,...",https://www.podiuminfo.nl/concert/444998/Pogany-Indulo/Tolhuistuin/,EUR 23.70 [UITVERKOCHT]
Paradiso,Sonic Acts Biennal,Concert,"vr 27 feb. 2026, 20:00",Paradiso - Zaal onbekend,Meeslepende geluidservaring door een orkest van zestig luidsprekers,https://www.podiuminfo.nl/concert/448623/Sonic-Acts-Biennal/Paradiso/,EUR 28.00
Paradiso,Ozark Henry @ Tolhuistuin,Concert,"za 28 feb. 2026, 19:30",Tolhuistuin - Tolhuistuin Club,"zark Henry is het alter-ego van Piet Goddaers: een Vlaamse singer-songwriter, producer en arrangeur uit Kortrijk. Hij...",https://www.podiuminfo.nl/concert/445123/Ozark-Henry/Tolhuistuin/,EUR 27.70
Paradiso,Sonic Acts Biennal,Concert,"za 28 feb. 2026, 20:00",Paradiso - Zaal onbekend,Meeslepende geluidservaring door een orkest van zestig luidsprekers,https://www.podiuminfo.nl/concert/448624/Sonic-Acts-Biennal/Paradiso/,EUR 28.00
Paradiso,Better Together @ Parallel,Concert,"za 28 feb. 2026, 23:00",Parallel - Parallel,"Podiumevent Better Together in Parallel, Amsterdam op zaterdag 28 februari 2026 met S!RENE en Tera Kora en Yusu...",https://www.podiuminfo.nl/concert/451247/Better-Together/Parallel/,EUR 14.50
Paradiso,Voltage Control Amsterdam,Concert,"zo 1 mrt. 2026, 19:30",Paradiso - Bovenzaal,Acht korte optredens op modulaire synthesizers,https://www.podiuminfo.nl/concert/450499/Voltage-Control-Amsterdam/Paradiso/,EUR 8.00
Paradiso,Belle and Sebastian,Concert,"ma 2 mrt. 2026, 20:30",Paradiso - Grote Zaal,"Belle and Sebastian vieren in 2026 het 30-jarig jubileum van hun eerste twee albums, ‘Tigermilk’ en ‘If You’re Feeling...",https://www.podiuminfo.nl/concert/436786/Belle-and-Sebastian/Paradiso/,EUR 45.40 [UITVERKOCHT]
Paradiso,Belle and Sebastian,Concert,"di 3 mrt. 2026, 20:30",Paradiso - Grote Zaal,"Belle and Sebastian vieren in 2026 het 30-jarig jubileum van hun eerste twee albums, ‘Tigermilk’ en ‘If You’re Feeling...",https://www.podiuminfo.nl/concert/436787/Belle-and-Sebastian/Paradiso/,EUR 45.40 [UITVERKOCHT]
Paradiso,Maude Latour,Concert,"wo 4 mrt. 2026, 20:00",Paradiso - Bovenzaal,Toekomstgerichte pop met breed klinkende elektronica en alle queer joy,https://www.podiuminfo.nl/concert/451019/Maude-Latour/Paradiso/,EUR 17.00
Paradiso,Santrofi @ Tolhuistuin,Concert,"wo 4 mrt. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"De achtkoppige Ghanese band Santrofi (vernoemd naar een mythische vogel) is een van de grote namen in de highlife, de...",https://www.podiuminfo.nl/concert/444429/Santrofi/Tolhuistuin/,EUR 26.70
Paradiso,Altın Gün,Concert,"do 5 mrt. 2026, 19:30",Paradiso - Grote Zaal,Deze Amsterdamse band met een Turks-Nederlandse achtergrond veroverd de wereld met een onuitwisbare fusie. De band...,https://www.podiuminfo.nl/concert/443696/Altin-Gun/Paradiso/,EUR 34.30 [UITVERKOCHT]
Paradiso,Garth.,Concert,"do 5 mrt. 2026, 19:30",Paradiso - Bovenzaal,Garth. is een singer-songwriter en producent uit Brooklyn die snel naam heeft gemaakt. In november 2023 bracht Garth....,https://www.podiuminfo.nl/concert/444716/Garth-/Paradiso/,[GEANNULEERD]
Paradiso,FAY,Concert,"do 5 mrt. 2026, 22:00",Paradiso - Bovenzaal,Stoere pop met catchy teksten,https://www.podiuminfo.nl/concert/446905/FAY/Paradiso/,EUR 17.00
Paradiso,Anouk Wolf,Concert,"vr 6 mrt. 2026, 20:00",Paradiso - Bovenzaal,"Anouk Wolf is zangeres en songwriter, bekend om haar dromerige, nostalgische liedjes met een filmische sound. Haar...",https://www.podiuminfo.nl/concert/442115/Anouk-Wolf/Paradiso/,[GEANNULEERD]
Paradiso,Terno Rei,Concert,"vr 6 mrt. 2026, 22:00",Paradiso - Bovenzaal,"Het Braziliaanse viertal Terno Rei beweegt zich tussen dreampop, post-punk en alternatieve rock, met dromerige gitaren,...",https://www.podiuminfo.nl/concert/445917/Terno-Rei/Paradiso/,EUR 17.00
